fir_id,crime_type,severity,status,date,time,area,city,state,lat,lng,crime_description,victim_name,victim_gender,victim_age,victim_contact,victim_email,victim_address
FIR100084,Burglary,High,Pending,2025-05-19,09:03:59,Ghatkopar East,Mumbai,Maharashtra,19.081435939161768,72.92416733728923,Fuga labore maiores enim hic ipsum non rerum rerum rerum aspernatur quos natus necessitatibus aut magnam.,Hemani Sani,Female,23,02579913662,ishaan56@example.net,"836, Virk Nagar, Gangtok-783063"
FIR100085,Theft,Medium,Pending,2025-02-26,08:56:27,Dadar Ext,Mumbai,Maharashtra,19.016501560967797,72.83968364084801,Laboriosam fuga corrupti perspiciatis eius atque esse quos excepturi perferendis inventore eius molestiae maxime.,Bhanumati Sur,Other,29,+910388629127,vedasuresh@example.net,"45/26, Sabharwal, Agartala-916497"
FIR100086,Theft,High,Resolved,2025-12-25,07:37:27,Goregaon East,Mumbai,Maharashtra,19.166941040313766,72.86714828612597,Maxime officia optio labore ipsam ipsa fugit eum tempore laboriosam.,Chakradev Kannan,Female,64,9088117298,bkeer@example.com,"93, Dave Road, Amaravati 320330"
FIR100087,Burglary,Low,Resolved,2025-04-27,11:15:47,Dadar Ext Ext Ext,Mumbai,Maharashtra,19.01326437602082,72.83868559626617,Eveniet quas ea recusandae distinctio saepe dolore quisquam modi omnis aut similique.,Christopher Amble,Female,55,+916865086376,yashica36@example.org,"341, Agate, Bhubaneswar 615372"
FIR100088,Murder,Critical,Active,2025-12-29,22:57:05,Bhandup Ext Ext,Mumbai,Maharashtra,19.157269563029484,72.93011090129097,Cupiditate consequuntur a neque quisquam similique amet illo veniam dolores sint exercitationem facere iure commodi.,Charvi Kakar,Male,30,09916247314,advika56@example.com,"H.No. 56, Venkataraman Marg, Raiganj-236533"
FIR100089,Cybercrime,High,Active,2025-03-07,20:40:15,Jogeshwari East,Mumbai,Maharashtra,19.136118530932052,72.8608299382483,Optio autem veniam officia iure similique quisquam.,Aadhya Mann,Male,46,8643009818,zsandal@example.com,"H.No. 60, Aggarwal Road, Madhyamgram-007843"
FIR100090,Murder,High,Pending,2025-06-23,10:07:22,Borivali East,Mumbai,Maharashtra,19.228724933550065,72.85352632634135,Vero dolores asperiores tempora ea modi consequatur explicabo facilis vitae excepturi ducimus dolore earum vitae odio.,Jagdish Amble,Female,36,+916356512694,loyalvedika@example.net,"H.No. 24, Goel Road, Kanpur-819754"
FIR100091,Murder,Critical,Resolved,2025-05-14,09:29:39,Colaba Ext,Mumbai,Maharashtra,18.898241332314214,72.81607098734375,Atque modi soluta fugiat distinctio pariatur corrupti similique modi vitae expedita.,Qushi Gill,Female,20,08695946368,harinakshibath@example.com,"476, Dyal Road, Muzaffarnagar-203763"
FIR100092,Murder,High,Pending,2025-07-22,13:08:50,Andheri West,Mumbai,Maharashtra,19.11600024097553,72.83161139594418,Rerum perferendis neque voluptas exercitationem quia error.,Lajita Walia,Male,25,7258874495,orout@example.net,"H.No. 58, Chaudhary Road, Hazaribagh-601913"
FIR100093,Burglary,High,Resolved,2025-09-30,00:18:06,Bandra West,Mumbai,Maharashtra,19.052168143077914,72.84260111885447,Facere magnam officiis illo culpa tempore minus tenetur occaecati blanditiis deserunt cumque distinctio quasi.,Xiti Pandya,Other,25,6213721386,samuelchoudhary@example.net,"899, Goswami Circle, Dehri 205869"
FIR100094,Murder,Medium,Active,2025-12-16,01:23:11,Kurla West Ext,Mumbai,Maharashtra,19.079473326485232,72.89011900160912,Ipsam error iure dolorum rem voluptatum ipsam quaerat ducimus voluptatem pariatur.,Mekhala Basak,Other,72,08902601279,kai98@example.org,"32, Mohan Zila, Chandrapur 936999"
FIR100095,Vandalism,Critical,Pending,2025-06-17,17:25:18,Bhandup Ext,Mumbai,Maharashtra,19.151464367109057,72.92576443139066,Quam rem possimus voluptate commodi expedita eum excepturi aliquam quae libero eligendi quae illo.,Anirudh Sharaf,Other,75,01143519066,raghavangautam@example.net,"79, Konda Ganj, Ranchi 573857"
FIR100096,Assault,Low,Pending,2025-03-31,04:05:48,Vikhroli,Mumbai,Maharashtra,19.109820410581122,72.92682926056804,Itaque deleniti repudiandae aut aspernatur expedita perspiciatis omnis aliquam.,Dhriti Sanghvi,Other,37,8490277038,ira81@example.net,"01/19, Kashyap Street, Varanasi-768118"
FIR100097,Kidnapping,High,Resolved,2025-06-19,19:55:50,Malad East Ext Ext Ext,Mumbai,Maharashtra,19.17528572199018,72.86134146614317,Ipsa alias fugit nemo officia nemo laborum inventore.,Omisha Mann,Other,64,03098839205,venkataramanshivansh@example.com,"335, Bansal Zila, Hyderabad-149731"
FIR100098,Theft,Critical,Active,2025-06-13,13:04:21,Malad West,Mumbai,Maharashtra,19.18830780071076,72.84790254246143,Debitis minus et atque temporibus culpa quibusdam facilis repellat dolores mollitia recusandae nesciunt ipsum perspiciatis explicabo.,Nidhi Bail,Other,21,+910214656693,nakshwason@example.com,"11/49, Khosla Circle, Fatehpur 820736"
FIR100099,Theft,Medium,Pending,2025-04-18,14:27:59,Bhandup Ext Ext,Mumbai,Maharashtra,19.160349421748478,72.94068894909182,Ratione laborum dolores sunt recusandae praesentium nisi aliquid animi consectetur.,Onveer Sharma,Other,68,0118489554,binaedwin@example.com,"H.No. 893, Mall, Purnia 578201"
FIR100100,Kidnapping,Low,Active,2025-10-14,10:17:13,Kurla West Ext,Mumbai,Maharashtra,19.071827925360605,72.89002783787689,Modi earum assumenda distinctio reiciendis reprehenderit quidem nostrum asperiores deleniti nobis tenetur est laudantium est.,Gaurang Sarkar,Other,38,+919376904268,odika38@example.net,"223, Gola Nagar, Bhagalpur 247073"
FIR100101,Burglary,Critical,Pending,2025-05-10,04:36:32,Malad East Ext Ext Ext,Mumbai,Maharashtra,19.18829639865448,72.86301108696279,Dolorem illo perferendis dolore laboriosam quo necessitatibus ipsam reprehenderit aperiam possimus maxime ad provident sequi tempora.,Yagnesh Sarin,Male,20,+918184518489,agastyabanik@example.org,"H.No. 354, Dube Marg, Kozhikode-602508"
FIR100102,Fraud,Low,Active,2025-10-26,19:56:49,Ghatkopar East,Mumbai,Maharashtra,19.074055057991604,72.9165854060575,Optio totam perferendis dolorem facilis occaecati sapiente.,Farhan Randhawa,Other,62,07697357790,thakermitali@example.com,"H.No. 123, Dube Zila, Moradabad-324888"
FIR100103,Burglary,Low,Resolved,2026-01-25,22:11:06,Powai,Mumbai,Maharashtra,19.114776640326493,72.90732460498026,Repellendus harum ad cupiditate sed delectus voluptatibus impedit tempore iusto nihil eaque quod architecto suscipit.,Harinakshi Kant,Other,25,01416335658,dugarbarkha@example.com,"989, Sen Ganj, Malegaon 454930"
FIR100104,Theft,Low,Pending,2025-10-19,12:27:18,Goregaon West Ext,Mumbai,Maharashtra,19.15971033452533,72.85387373598492,Hic vel aut repellat perferendis vero reiciendis cumque eaque omnis eum culpa fugiat unde nesciunt.,Om Bose,Other,40,0434165182,karpeyug@example.org,"H.No. 68, Chand Chowk, Cuttack-381876"
FIR100105,Theft,High,Pending,2025-10-05,00:13:48,Cuffe Parade Ext,Mumbai,Maharashtra,18.91020709246124,72.81839210069268,Necessitatibus voluptatem sapiente repellat sint hic quidem et vitae occaecati earum totam praesentium debitis placeat.,Yashvi Hari,Female,33,05539423733,jatin66@example.org,"28/32, Bedi Ganj, New Delhi-588144"
FIR100106,Kidnapping,High,Active,2025-02-23,18:06:23,Borivali West,Mumbai,Maharashtra,19.231080257541308,72.83918319942227,Eius unde autem atque quo minus sed temporibus exercitationem distinctio ullam deleniti.,Indali Divan,Male,30,3433339521,frado11@example.net,"067, Dey Ganj, Hubli–Dharwad 971681"
FIR100107,Murder,Medium,Active,2025-09-20,20:15:23,Bandra West Ext,Mumbai,Maharashtra,19.061578585324675,72.84803237493489,Porro corporis dignissimos repudiandae officia aut nihil.,Harshil Dhingra,Male,20,+911790807595,abahri@example.net,"450, Apte Nagar, Nagpur 152911"
FIR100108,Burglary,Medium,Pending,2025-09-30,18:17:19,Mulund East Ext Ext,Mumbai,Maharashtra,19.17997057315096,72.95782715481441,Saepe quam maiores quos modi tempore similique vel ea perferendis cumque veniam ea.,Rudra Ghose,Male,65,09472846392,girishraman@example.org,"H.No. 785, Bal Nagar, Nagercoil-618444"
FIR100109,Drug Offense,Critical,Resolved,2025-04-03,16:44:15,Ghatkopar East Ext,Mumbai,Maharashtra,19.07688980100458,72.91450122468727,Doloribus doloribus eaque animi atque delectus cumque dignissimos harum deserunt magni soluta hic enim tenetur.,Faqid Goel,Other,26,+918678085627,ekiya68@example.net,"29/98, Mani Chowk, Nagaon-224890"
FIR100110,Kidnapping,Medium,Active,2025-08-22,09:58:53,Dadar Ext,Mumbai,Maharashtra,19.009227709119273,72.86092319738357,Quasi ab in pariatur ipsa voluptas dolores.,Ucchal Sen,Other,77,+918750036915,mittalanusha@example.com,"08, Sibal Marg, Varanasi 043655"
FIR100111,Vandalism,Low,Active,2025-11-06,02:21:26,Borivali East Ext,Mumbai,Maharashtra,19.23215058920442,72.85706575367848,Fugiat qui fuga laboriosam omnis porro aperiam impedit vero libero aliquam molestias sapiente hic.,Diya Dora,Female,31,09428434795,harishlalla@example.net,"84/826, Das Marg, Haridwar 483550"
FIR100112,Theft,Low,Active,2025-05-02,13:04:55,Jogeshwari East,Mumbai,Maharashtra,19.141817537194328,72.85458711642156,Omnis aut harum nemo aliquid suscipit perferendis.,Ekansh Singh,Male,30,02763655647,spuri@example.com,"960, Baral Circle, Meerut 336998"
FIR100113,Kidnapping,High,Pending,2025-03-31,22:39:23,Kurla West Ext,Mumbai,Maharashtra,19.073728149988593,72.89038151789053,Sapiente omnis recusandae ducimus inventore error nihil assumenda alias quaerat placeat dolorem placeat.,Chavvi Maharaj,Other,70,+919293143866,kapadianiharika@example.net,"H.No. 982, Bhattacharyya Street, Agartala-164818"
FIR100114,Burglary,Low,Pending,2025-07-25,03:54:49,Jogeshwari East Ext Ext,Mumbai,Maharashtra,19.12158339032193,72.84444216657214,Quos dolorum reiciendis alias natus quae laborum accusamus error excepturi optio beatae vero.,Indira Tripathi,Male,74,+912270267288,vasudha48@example.net,"42/877, Varty Ganj, Burhanpur 816432"
FIR100115,Theft,Critical,Pending,2025-06-23,22:26:35,Goregaon East Ext Ext,Mumbai,Maharashtra,19.170309949070983,72.85835926586412,Placeat commodi architecto sint nam aut id molestias neque iure ab eius blanditiis ex.,Dayita Shenoy,Female,24,5744890612,lavanyabadal@example.com,"69/428, Mohanty, Bihar Sharif 036258"
FIR100116,Fraud,Low,Pending,2025-05-11,08:17:19,Goregaon West Ext,Mumbai,Maharashtra,19.161559783619108,72.8591980591227,Architecto dolorum temporibus quas quos exercitationem cupiditate recusandae consequuntur beatae.,Baljiwan Bhandari,Female,32,+913471754558,wpradhan@example.net,"H.No. 441, Baria Chowk, Jalna-255402"
FIR100117,Kidnapping,Low,Resolved,2026-01-21,15:01:19,Goregaon East Ext Ext,Mumbai,Maharashtra,19.162425069993283,72.87390542357738,Quasi quidem mollitia magni facilis eius ab sint unde doloremque quo facilis doloremque magnam error.,Bhavini Bose,Female,24,4506159399,sethiudarsh@example.net,"55/824, Bajaj Ganj, Nandyal-464489"
FIR100118,Cybercrime,Critical,Resolved,2025-10-02,05:00:57,Goregaon West Ext,Mumbai,Maharashtra,19.156484561729652,72.86028611103805,Odit a facere dolores rem sed laboriosam excepturi ducimus nemo quo provident commodi soluta quasi esse.,Yashica Rajagopalan,Male,55,8245587716,ranganathanvincent@example.com,"15/388, Gokhale Circle, Bathinda 790504"
FIR100119,Theft,Medium,Pending,2025-10-21,01:05:02,Bhandup,Mumbai,Maharashtra,19.154742225246853,72.93462022079981,Corrupti molestiae deleniti necessitatibus facilis veritatis nesciunt laboriosam.,Benjamin Sengupta,Other,51,4722569961,vansha91@example.net,"333, Hari Path, Dharmavaram 163211"
FIR100120,Burglary,Medium,Resolved,2025-08-31,04:56:33,Jogeshwari East Ext Ext,Mumbai,Maharashtra,19.126914858118244,72.85013585429671,Accusamus dolore repellat similique iste laudantium laudantium sequi praesentium deleniti exercitationem magnam tenetur tempora esse consectetur.,Ekanta Soni,Other,58,+912535544964,gaurangi21@example.org,"71/80, Issac, Guntakal 373265"
FIR100121,Assault,Critical,Active,2025-04-22,06:44:12,Kandivali West Ext,Mumbai,Maharashtra,19.202341277854064,72.84846783652648,A at hic molestiae doloremque odio nam eum dolores harum ea quidem.,David Seshadri,Female,39,05987622023,sarthaksuri@example.net,"01, Tiwari Zila, Khammam-178688"
FIR100122,Drug Offense,High,Active,2025-10-19,17:09:34,Jogeshwari East Ext Ext,Mumbai,Maharashtra,19.130640631043963,72.83920039175831,Quisquam illo iure pariatur similique ab eius est velit omnis quaerat nesciunt quaerat perspiciatis.,Hemal Chad,Other,41,4132611178,fiyazdhaliwal@example.com,"300, Chhabra, Vijayanagaram 829803"
FIR100123,Domestic Violence,Low,Active,2025-06-01,06:06:52,Mulund West Ext Ext,Mumbai,Maharashtra,19.159552375877215,72.95765860255995,Sapiente odit iusto dolores dolorem debitis neque in repudiandae quas.,Balveer Kota,Female,66,+910681149216,uvirk@example.net,"74, Dar Road, Delhi-659520"
FIR100124,Murder,Critical,Pending,2025-12-20,10:14:11,Borivali West,Mumbai,Maharashtra,19.232747315255196,72.84648723150727,Totam voluptates tempore eaque sit blanditiis a molestiae tempore similique nesciunt praesentium.,Reva Viswanathan,Male,54,03347228200,danieltak@example.com,"11/89, Chopra Road, Kamarhati 687509"
FIR100125,Domestic Violence,Low,Active,2025-11-21,13:47:40,Goregaon East Ext,Mumbai,Maharashtra,19.172290015607505,72.86518175404335,Quas dolor blanditiis at exercitationem accusantium exercitationem enim laborum iste quod nesciunt vel.,Januja Pradhan,Female,61,5577848728,vmukhopadhyay@example.com,"223, Tiwari, Srinagar-745561"
FIR100126,Burglary,High,Resolved,2025-11-24,00:55:55,Ghatkopar East Ext,Mumbai,Maharashtra,19.075387596356276,72.9095011437942,Quaerat error labore rerum autem amet veritatis nemo hic sunt facere perferendis expedita exercitationem corrupti natus.,Lila Rege,Male,18,+919979688457,balhaarnagy@example.net,"H.No. 428, Reddy Circle, Ambarnath 537666"
FIR100127,Vandalism,Low,Pending,2025-02-17,22:45:39,Jogeshwari East Ext Ext,Mumbai,Maharashtra,19.124822673406626,72.83935175322357,Corrupti harum nemo eos excepturi velit perspiciatis quidem neque non ducimus placeat minus expedita.,Charles Natt,Female,27,3174564240,rahluwalia@example.net,"H.No. 260, Hans Nagar, Saharsa 566910"
FIR100128,Vandalism,Critical,Resolved,2025-04-25,15:00:15,Mulund East Ext,Mumbai,Maharashtra,19.182813167920013,72.95449794049341,Accusamus inventore quam quas delectus sint officiis sint architecto maxime ut quos labore.,Forum Chandra,Other,60,+918254780774,vrindatata@example.com,"71/531, Kamdar Street, Mau-068826"
FIR100129,Assault,Low,Active,2025-12-12,12:36:32,Andheri West,Mumbai,Maharashtra,19.121740326444666,72.8270755977028,Quisquam ipsam ipsam itaque nisi iusto quidem dignissimos natus repudiandae corporis dolore iusto delectus quia quis.,Bhanumati Krishnan,Other,33,+916493085368,ekantashenoy@example.net,"76/829, Vohra Ganj, Ramagundam 134808"
FIR100130,Murder,Medium,Active,2025-02-08,15:06:07,Jogeshwari East Ext,Mumbai,Maharashtra,19.13147694958273,72.85241431816299,Architecto quos animi ipsa dolores facere consectetur nisi cupiditate optio adipisci molestiae tempore.,Gauri Bumb,Female,63,06326634163,jvarkey@example.net,"H.No. 43, Wadhwa Chowk, Vellore-335910"
FIR100131,Cybercrime,High,Active,2025-12-05,05:28:33,Jogeshwari East Ext Ext Ext Ext,Mumbai,Maharashtra,19.12301368625418,72.83046718276341,Enim cum deserunt velit doloribus ratione dolor nihil dolorem.,Inaya Mukherjee,Other,25,9448463122,cheemapavani@example.net,"09, Tripathi Nagar, Buxar 449207"
FIR100132,Assault,High,Pending,2025-05-29,19:53:40,Wadala,Mumbai,Maharashtra,19.024537903842212,72.86672733474786,Fugiat ratione repellendus suscipit rerum veritatis fugiat voluptates ea dolorem totam.,Kai Chad,Other,73,01797497350,prashadjoshua@example.org,"99, Salvi, Sagar 184285"
FIR100133,Domestic Violence,High,Resolved,2025-07-01,13:51:10,Kurla West Ext Ext,Mumbai,Maharashtra,19.06374138810469,72.88070430944352,Nostrum omnis deleniti ipsa sunt eum consequuntur esse consequatur exercitationem laboriosam rerum alias.,Krisha Narasimhan,Other,66,+910802144270,zinaldara@example.org,"591, Bail Road, Jehanabad-231234"
FIR100134,Assault,Critical,Pending,2025-05-10,21:35:12,Wadala,Mumbai,Maharashtra,19.0245119828255,72.86612871668598,Similique eaque minus repudiandae excepturi minus quod excepturi autem vitae occaecati quisquam.,Girik Sampath,Male,42,+911207356475,rakshacomar@example.org,"98, Reddy Nagar, Proddatur-261760"
FIR100135,Domestic Violence,High,Pending,2025-02-21,19:57:09,Jogeshwari East,Mumbai,Maharashtra,19.132515651051914,72.85281149178536,Quos ducimus facere vitae temporibus minus ab dolorum ipsam quis esse consequatur ex adipisci nam.,Andrew Patil,Other,67,00512046187,ktandon@example.net,"34/838, Kannan, Madanapalle-382804"
FIR100136,Theft,Medium,Active,2025-04-18,05:17:06,Navi Mumbai,Mumbai,Maharashtra,19.034364013701836,73.03421490710177,Mollitia odit ipsum id perspiciatis aliquam quam veritatis cumque dolorum asperiores laboriosam temporibus.,Pranit Kala,Male,29,+913460136730,vdey@example.net,"12, Saraf, Ludhiana 695826"
FIR100137,Vandalism,Critical,Pending,2026-01-16,16:15:53,Ghatkopar West,Mumbai,Maharashtra,19.08151135381442,72.91138491833843,Numquam quaerat eveniet illo impedit distinctio nihil nemo.,Vedika Handa,Female,42,+917183764520,arastogi@example.com,"69/65, Bora Marg, Kanpur 612385"
FIR100138,Theft,Medium,Pending,2025-09-04,09:28:20,Ghatkopar East,Mumbai,Maharashtra,19.076576072203338,72.92275090318496,Molestiae iusto minima laborum ullam maxime dicta reiciendis asperiores.,Laksh Dubey,Other,34,8814743503,saranchaitaly@example.net,"H.No. 34, Dixit Marg, Dharmavaram 840027"
FIR100139,Drug Offense,Low,Active,2026-01-02,20:16:46,Malad East Ext Ext Ext,Mumbai,Maharashtra,19.183725919373497,72.86284290894656,Rem necessitatibus reiciendis cupiditate repellendus labore pariatur hic error.,Chakrika Chaudhuri,Other,77,+913650249163,ekantika95@example.net,"H.No. 869, Ramachandran Marg, Pimpri-Chinchwad-683113"
FIR100140,Murder,Low,Pending,2025-11-01,14:42:52,Bhandup Ext Ext,Mumbai,Maharashtra,19.163580544122812,72.94044024402231,Ab deserunt delectus nam ab a eveniet praesentium debitis laborum excepturi aspernatur vel.,Gayathri Deep,Other,43,+910979251327,lohitmannan@example.net,"H.No. 168, Mallick Nagar, Durg 507628"
FIR100141,Cybercrime,Low,Active,2025-05-29,19:07:08,Mulund East,Mumbai,Maharashtra,19.178365899134928,72.96444253966114,Perspiciatis quas omnis a quam laudantium error veniam architecto.,Mitesh Gaba,Female,63,+919500528127,kamyavenkataraman@example.net,"62/053, Madan Road, Shimla-794620"
FIR100142,Domestic Violence,Low,Active,2025-04-19,14:55:11,Kandivali West Ext Ext,Mumbai,Maharashtra,19.206176575656617,72.84439784727206,Minus nulla omnis possimus animi suscipit illo consectetur iure officiis accusantium.,Noah Sarma,Male,65,+915857306524,urmi73@example.com,"66/292, Bahl Path, Pallavaram-602991"
FIR100143,Cybercrime,Medium,Active,2025-10-08,11:12:26,Malad West Ext,Mumbai,Maharashtra,19.1948965829087,72.84603189471893,Explicabo illo perspiciatis ipsum eius repudiandae dolorem quam.,Nirja Patla,Male,31,+917784873928,niteshviswanathan@example.net,"88, Bhavsar Road, Davanagere 731255"
FIR100144,Domestic Violence,Critical,Active,2025-08-08,05:35:46,Malad East,Mumbai,Maharashtra,19.175962365089557,72.86732881493668,Laboriosam tenetur exercitationem quasi ut rem dicta nemo.,Sachi Mane,Other,58,05749821827,uanne@example.com,"H.No. 61, Buch Chowk, Hyderabad-211920"
